icao,iem_id,name,lat,lon,tz,country,cat_ils,cat_ils_confidence,size
LFAV,LFAV,Valenciennes-Denain Airfield,50.3278,3.4611,Europe/Paris,FR,CATI,assumed,medium
LFAY,LFAY,Amiens Glisy Airfield,49.873,2.3871,Europe/Paris,FR,CATI,assumed,medium
LFBA,LFBA,Agen La Garenne airport,44.1742,0.5931,Europe/Paris,FR,CATI,aip,medium
LFBC,LFBC,Cazaux (BA 120) Air Base,44.5333,-1.125,Europe/Paris,FR,CATI,assumed,medium
LFBE,LFBE,Bergerac Dordogne-Périgord airport,44.8253,0.5186,Europe/Paris,FR,CATI,assumed,medium
LFBF,LFBF,Toulouse-Francazal (BA 101) Air Base,43.5456,1.3675,Europe/Paris,FR,CATI,assumed,medium
LFBG,LFBG,Cognac-Châteaubernard (BA 709) Air Base,45.6583,-0.3175,Europe/Paris,FR,CATI,assumed,medium
LFBH,LFBH,La Rochelle Île de Ré Airport,46.1792,-1.1953,Europe/Paris,FR,CATI,assumed,medium
LFBI,LFBI,Poitiers-Biard Airport,46.5877,0.3067,Europe/Paris,FR,CATI,assumed,medium
LFBK,LFBK,Montluçon-Guéret Airport,46.2226,2.364,Europe/Paris,FR,CATI,assumed,medium
LFBL,LFBL,Limoges Airport,45.8628,1.1794,Europe/Paris,FR,CATI,assumed,medium
LFBM,LFBM,Mont-de-Marsan (BA 118) Air Base,43.9117,-0.5075,Europe/Paris,FR,CATI,assumed,medium
LFBN,LFBN,Niort - Marais Poitevin Airport,46.3135,-0.3945,Europe/Paris,FR,CATI,assumed,medium
LFBP,LFBP,Pau Pyrénées Airport,43.38,-0.4186,Europe/Paris,FR,CATI,assumed,medium
LFBT,LFBT,Tarbes-Lourdes-Pyrénées Airport,43.1787,-0.0064,Europe/Paris,FR,CATI,assumed,medium
LFBU,LFBU,Angoulême Brie-Champniers airport,45.7292,0.2215,Europe/Paris,FR,CATI,assumed,medium
LFBX,LFBX,Périgueux-Bassillac Airport,45.1981,0.8156,Europe/Paris,FR,NONE,aip,medium
LFBZ,LFBZ,Biarritz Pays Basque airport,43.4684,-1.5232,Europe/Paris,FR,CATI,assumed,medium
LFCC,LFCC,Cahors Lalbenque airport,44.3514,1.4753,Europe/Paris,FR,CATI,assumed,medium
LFCG,LFCG,Aérodrome de Saint-Girons - Antichan,43.0078,1.1032,Europe/Paris,FR,CATI,assumed,medium
LFCH,LFCH,Aérodrome d'Arcachon-La Teste-de-Buch,44.5964,-1.1108,Europe/Paris,FR,CATI,assumed,medium
LFCI,LFCI,Albi Le Sequestre airport,43.9139,2.1131,Europe/Paris,FR,CATI,assumed,medium
LFCK,LFCK,Castres Mazamet Airport,43.5563,2.2892,Europe/Paris,FR,CATI,assumed,medium
LFCR,LFCR,Rodez–Aveyron Airport,44.4079,2.4827,Europe/Paris,FR,CATI,assumed,medium
LFCY,LFCY,Royan-Médis Airport,45.6281,-0.9725,Europe/Paris,FR,CATI,assumed,medium
LFDH,LFDH,Auch Gers Airfield,43.6836,0.5997,Europe/Paris,FR,CATI,assumed,medium
LFDN,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,45.8878,-0.9831,Europe/Paris,FR,CATI,assumed,medium
LFGA,LFGA,Colmar Houssen airport,48.1099,7.359,Europe/Paris,FR,CATI,assumed,medium
LFGJ,LFGJ,Dole Tavaux Airport,47.039,5.4276,Europe/Paris,FR,CATI,assumed,medium
LFGW,LFGW,Verdun-Le Rozelier Airfield,49.1224,5.4691,Europe/Paris,FR,CATI,assumed,medium
LFHO,LFHO,Aubenas-South Ardèche Airport,44.5444,4.3722,Europe/Paris,FR,CATI,assumed,medium
LFJL,LFJL,Metz-Nancy-Lorraine Airport,48.9821,6.2513,Europe/Paris,FR,CATI,assumed,medium
LFJR,LFJR,Angers Marcé airport,47.5603,-0.3122,Europe/Paris,FR,CATI,assumed,medium
LFKC,LFKC,Calvi Sainte Catherine Airport,42.5304,8.793,Europe/Paris,FR,CATI,assumed,medium
LFKJ,LFKJ,Ajaccio Napoléon Bonaparte airport,41.9236,8.8029,Europe/Paris,FR,CATI,assumed,medium
LFKS,LFKS,Solenzara (BA 126) Air Base,41.9244,9.406,Europe/Paris,FR,CATI,assumed,medium
LFLA,LFLA,Auxerre Branches airport,47.8502,3.4971,Europe/Paris,FR,CATI,assumed,medium
LFLB,LFLB,Chambéry Aix les Bains airport,45.6381,5.8802,Europe/Paris,FR,CATI,assumed,medium
LFLD,LFLD,Bourges airport,47.0602,2.3696,Europe/Paris,FR,CATI,assumed,medium
LFLI,LFLI,Annemasse Airfield,46.192,6.2684,Europe/Paris,FR,CATI,assumed,medium
LFLM,LFLM,Mâcon-Charnay Airfield,46.2951,4.796,Europe/Paris,FR,CATI,assumed,medium
LFLN,LFLN,Saint-Yan Airport,46.414,4.0142,Europe/Paris,FR,CATI,assumed,medium
LFLO,LFLO,Roanne-Renaison Airport,46.0538,3.999,Europe/Paris,FR,CATI,assumed,medium
LFLP,LFLP,Annecy Meythet airport,45.9289,6.0987,Europe/Paris,FR,CATI,assumed,medium
LFLS,LFLS,Grenoble Alpes Isère Airport,45.3629,5.3294,Europe/Paris,FR,CATI,assumed,medium
LFLU,LFLU,Valence-Chabeuil Airport,44.9216,4.9699,Europe/Paris,FR,CATI,assumed,medium
LFLV,LFLV,Vichy-Charmeil Airport,46.1697,3.4036,Europe/Paris,FR,CATI,assumed,medium
LFLW,LFLW,Aurillac airport,44.8914,2.4219,Europe/Paris,FR,CATI,assumed,medium
LFLX,LFLX,Châteauroux Déols airport,46.8602,1.7283,Europe/Paris,FR,CATI,assumed,medium
